id,text,argument,label
119arg5,"No, gay marriage will never be legal ,marriage is between a MAN and a WOMAN. However  homosexual couples deserve the same benefits that a MAN and a WOMAN have. The solution is very simple : CIVIL UNION. A CIVIL UNION has the same benefits of tradicional marriage ,without calling it marriage, and i belive it is the only valid solution to this never ending argument that is gay marriage.  This is not about gay or straight its about respect .  RESPECT for the founding fathers , the constitution ,religion , marriage and peoples rights.",Major world religions are against gay marriages,4
119arg7,"No, gay marriage will never be legal ,marriage is between a MAN and a WOMAN. However  homosexual couples deserve the same benefits that a MAN and a WOMAN have. The solution is very simple : CIVIL UNION. A CIVIL UNION has the same benefits of tradicional marriage ,without calling it marriage, and i belive it is the only valid solution to this never ending argument that is gay marriage.  This is not about gay or straight its about respect .  RESPECT for the founding fathers , the constitution ,religion , marriage and peoples rights.",Marriage should be between a man and a woman,5
120arg4,Normally this question don't be asked !??it's stupide  because everyone has the right to live the life that pleases him. endpoint and gay marriage is totally normal and should be legal &gt;_&lt;,It is discriminatory to refuse gay couples the right to marry,4
120arg7,Normally this question don't be asked !??it's stupide  because everyone has the right to live the life that pleases him. endpoint and gay marriage is totally normal and should be legal &gt;_&lt;,Marriage should be between a man and a woman,1
121arg7,"OUr society will decline in numbers and will fail to sustain the economy; It will lead to even more bizarre forms of marriage possibilities - polygamy, with little children, with animals, nothing will be off the table of possibilities. It's proven kids need a male and female leader in the family. Men and women are made different - you can't replace one with a same gender person and have a healthy family.",Marriage should be between a man and a woman,5
122arg2,"Of course gay marriage should be legal.  It is clearly discrimination to not allow gay couples to legally get married.    There are two aspects of marriage:  the state, and the church.    The only thing our courts can legalize is state sanctioned marriage and they should do it ASAP.  A loving gay couple should be entitled to all the rights of marriage.  The other aspect of marriage is the church.  The state can never compel any church to marry a gay couple.  Plain and simple.  The argument that legalizing gay marriage will destroy traditional religious marriages is a red herring.  It can never happen.  Yet this argument is used to scare the general public into not supporting gay marriage.    Do not fall for it!",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,5
122arg3,"Of course gay marriage should be legal.  It is clearly discrimination to not allow gay couples to legally get married.    There are two aspects of marriage:  the state, and the church.    The only thing our courts can legalize is state sanctioned marriage and they should do it ASAP.  A loving gay couple should be entitled to all the rights of marriage.  The other aspect of marriage is the church.  The state can never compel any church to marry a gay couple.  Plain and simple.  The argument that legalizing gay marriage will destroy traditional religious marriages is a red herring.  It can never happen.  Yet this argument is used to scare the general public into not supporting gay marriage.    Do not fall for it!","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",1
122arg4,"Of course gay marriage should be legal.  It is clearly discrimination to not allow gay couples to legally get married.    There are two aspects of marriage:  the state, and the church.    The only thing our courts can legalize is state sanctioned marriage and they should do it ASAP.  A loving gay couple should be entitled to all the rights of marriage.  The other aspect of marriage is the church.  The state can never compel any church to marry a gay couple.  Plain and simple.  The argument that legalizing gay marriage will destroy traditional religious marriages is a red herring.  It can never happen.  Yet this argument is used to scare the general public into not supporting gay marriage.    Do not fall for it!",It is discriminatory to refuse gay couples the right to marry,5
122arg7,"Of course gay marriage should be legal.  It is clearly discrimination to not allow gay couples to legally get married.    There are two aspects of marriage:  the state, and the church.    The only thing our courts can legalize is state sanctioned marriage and they should do it ASAP.  A loving gay couple should be entitled to all the rights of marriage.  The other aspect of marriage is the church.  The state can never compel any church to marry a gay couple.  Plain and simple.  The argument that legalizing gay marriage will destroy traditional religious marriages is a red herring.  It can never happen.  Yet this argument is used to scare the general public into not supporting gay marriage.    Do not fall for it!",Marriage should be between a man and a woman,1
123arg2,"One of my objections to same sex marriages is that it may give those people monetary advantages intended for normal married couples.  The prime example is that they would receive a reduction of their Federal, and probably State, income taxes if allowed file jointly.  If you go back and study the Congressional committee reports that established the Federal reduction of taxes for married couples, I believe you will find that it was based on the premise that a wife during her child bearing and rearing years will have reduced ability to contribute to the family income.  This may also apply to other government programs.  Assuming that the average voter would object to the reduction for same sex marriages, this may be an argument to oppose such marriages.  RH  Arlington, VA",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,1
124arg7,"People are sick! Gay marriage isn't marriage! Marriage is between a man and woman, psycho Democrats. Gosh, ruining lives Democrats! Stop being so stupid and unclassy! The world is getting worse because of you people. Open your eyes.",Marriage should be between a man and a woman,5
125arg4,"People deserve the freedom to live their lives however fits them. First, according to our current findings in science being homosexual is in no way a malfunction or an illness. It's a natural occurence in society. Second, there's absolutely no logical reason why it shouldn't be legal. I glanced over to the con section of this page and all I see is God God God...Bible this and that. Well, did it ever occur to you that not everyone believes in God or the bible???? Oh no, I'm sorry, the world should revolve around your beliefs. There are people who may see your beliefs as damaging to society as legalizing gay marriage but I don't see them protesting your ignorance and trying to remove your right of practicing whatever you do and choose to believe.   People should mind their own business and allow others to live their lives their way. Instead of wasting your time trying to stop others from being happy take a look in the mirror and ask yourself what makes you happy and pursue that...period.",It is discriminatory to refuse gay couples the right to marry,4
125arg7,"People deserve the freedom to live their lives however fits them. First, according to our current findings in science being homosexual is in no way a malfunction or an illness. It's a natural occurence in society. Second, there's absolutely no logical reason why it shouldn't be legal. I glanced over to the con section of this page and all I see is God God God...Bible this and that. Well, did it ever occur to you that not everyone believes in God or the bible???? Oh no, I'm sorry, the world should revolve around your beliefs. There are people who may see your beliefs as damaging to society as legalizing gay marriage but I don't see them protesting your ignorance and trying to remove your right of practicing whatever you do and choose to believe.   People should mind their own business and allow others to live their lives their way. Instead of wasting your time trying to stop others from being happy take a look in the mirror and ask yourself what makes you happy and pursue that...period.",Marriage should be between a man and a woman,2
127arg1,"People need to realize that gay marriage is wrong. Not only that, but it is against God's way of marriage. Even if you do not believe in him, you must know that gay marriage will only split society in half between those who supported it and those who do not. Even now we are split upon the issue. People of homosexuality do not need to marry, they should be happy with what they already have. Marriage should only be allowed to those of heterosexuality. Their practice is wrong and needs to cease to exist from American society.",Gay couples can declare their union without resort to marriage,5
127arg5,"People need to realize that gay marriage is wrong. Not only that, but it is against God's way of marriage. Even if you do not believe in him, you must know that gay marriage will only split society in half between those who supported it and those who do not. Even now we are split upon the issue. People of homosexuality do not need to marry, they should be happy with what they already have. Marriage should only be allowed to those of heterosexuality. Their practice is wrong and needs to cease to exist from American society.",Major world religions are against gay marriages,5
127arg7,"People need to realize that gay marriage is wrong. Not only that, but it is against God's way of marriage. Even if you do not believe in him, you must know that gay marriage will only split society in half between those who supported it and those who do not. Even now we are split upon the issue. People of homosexuality do not need to marry, they should be happy with what they already have. Marriage should only be allowed to those of heterosexuality. Their practice is wrong and needs to cease to exist from American society.",Marriage should be between a man and a woman,5
129arg6,People were made to reproduce. you can't do that when your with your own gender. You don't see any other living thing do it.,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",1
129arg7,People were made to reproduce. you can't do that when your with your own gender. You don't see any other living thing do it.,Marriage should be between a man and a woman,4
130arg2,"Perhaps we should look at the state interest in gay marriage. Why would the state want to marry two homosexuals? How does it serve the state? It doesn't, therefore it does not serve state interest. Now perhaps we should look at the public health catastrophe among gay men. Or perhaps the psychological problems involved with children being raised under a homosexual marriage. There are many problems with homosexuality outside of religion. Think about the bigger picture. Instead of thinking about the effects of the straight community on homosexuals, think about how homosexuals may be effecting the straight community. Homosexuals ask for fairness and to not be messed with by the straights. The straights ask for the same thing: not to be messed with by the homosexuals. This is a two way street folks, stop blocking one direction of traffic for your own personal benefits. Being selfish is not a good thing, we are taught that from an early age, and at least everyone does agree on that. So I implore you, please share the road a little.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,2
131arg2,"Public support of marriage is originally for the purpose of raising of children, not supporting adult hedonism and licentiousness. Why should public resources support typical LGBTQ behaviors such as sodomy, abortion, disease proliferation, and pornography? Why should the public support any LGBTQ Diversity schemes? LGBTQ are well known leaders of abortion on demand. It is fairly ridiculous to grant a marriage license, originally public support for raising children, to people that promote infanticide. With all of the recent news of homosexual child molestation and multi-drug resistant diseses associated with HIV infection, it makes zero sense to support LGBTQ behaviors. The public puts prostitutes in jail for doing less vile things than LGBTQ. Why grant a license for licentiousness?",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,1
131arg6,"Public support of marriage is originally for the purpose of raising of children, not supporting adult hedonism and licentiousness. Why should public resources support typical LGBTQ behaviors such as sodomy, abortion, disease proliferation, and pornography? Why should the public support any LGBTQ Diversity schemes? LGBTQ are well known leaders of abortion on demand. It is fairly ridiculous to grant a marriage license, originally public support for raising children, to people that promote infanticide. With all of the recent news of homosexual child molestation and multi-drug resistant diseses associated with HIV infection, it makes zero sense to support LGBTQ behaviors. The public puts prostitutes in jail for doing less vile things than LGBTQ. Why grant a license for licentiousness?","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",1
133arg5,"Regardless of what laws pass as our nation heads down the road of descending morals, marriage will always be sacred between a man and a woman. It is the Lords plan for this earth and has been since the beginning of time. Two men or two women cannot procreate, it's that basic. We can only hope that individuals who are in this lifestyle will get this help they truly need. So sad that there is so much confusion in this world and it's the children who will suffer the outcomes. Very traumatic.",Major world religions are against gay marriages,4
133arg6,"Regardless of what laws pass as our nation heads down the road of descending morals, marriage will always be sacred between a man and a woman. It is the Lords plan for this earth and has been since the beginning of time. Two men or two women cannot procreate, it's that basic. We can only hope that individuals who are in this lifestyle will get this help they truly need. So sad that there is so much confusion in this world and it's the children who will suffer the outcomes. Very traumatic.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",1
133arg7,"Regardless of what laws pass as our nation heads down the road of descending morals, marriage will always be sacred between a man and a woman. It is the Lords plan for this earth and has been since the beginning of time. Two men or two women cannot procreate, it's that basic. We can only hope that individuals who are in this lifestyle will get this help they truly need. So sad that there is so much confusion in this world and it's the children who will suffer the outcomes. Very traumatic.",Marriage should be between a man and a woman,5
134arg2,"Same sex marriages do in their most basic form, surmount to treasonous and sedicious behavior among a few member of society.  Participation therein does not produce an offspring of such that can shoulder defense of any state, our federalist republic form of government, constituent representation, taxation, or the ability to pay down the national debt.  In short, it is a drain on society that the social order of what makes states, states; nations, nations and governments, governments.  As such, we can not allow it to stand in anyrecognizable or protected form.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,1
134arg6,"Same sex marriages do in their most basic form, surmount to treasonous and sedicious behavior among a few member of society.  Participation therein does not produce an offspring of such that can shoulder defense of any state, our federalist republic form of government, constituent representation, taxation, or the ability to pay down the national debt.  In short, it is a drain on society that the social order of what makes states, states; nations, nations and governments, governments.  As such, we can not allow it to stand in anyrecognizable or protected form.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",1
136arg4,"Separation of church and state. Love is love. Gender doesn't matter. This discrimination is against our human rights. That's literally my whole argument. Go ahead, take shots at it.",It is discriminatory to refuse gay couples the right to marry,5
136arg7,"Separation of church and state. Love is love. Gender doesn't matter. This discrimination is against our human rights. That's literally my whole argument. Go ahead, take shots at it.",Marriage should be between a man and a woman,1
137arg4,"So I want to know whats next. Are we going to get marriage for the guy who wants to marry his pet monkey? Animal rights activist will probably say your discriminating by not letting him marry. Hey how is he different? He's just as loving as anybody else? He should get the same rights as everyone else. Love is love and he was born that way, so don't be so hateful qouting your Bible saying why it's wrong. So what, he and his monkey can't have kids theyre just as loving and can raise kids like anyone else... Anyone get my drift? Does this argument sound familiar? It should its used for homosexuality and will probably be used in the future for bestiality? what do homosexuality and bestiality have in common? Theyre both unnatural. You can tell by the fact that they both can not produce offspring. If Im wrong someone tell me, sincerly, why bestiality is wrong and homosexuality is right.",It is discriminatory to refuse gay couples the right to marry,1
137arg5,"So I want to know whats next. Are we going to get marriage for the guy who wants to marry his pet monkey? Animal rights activist will probably say your discriminating by not letting him marry. Hey how is he different? He's just as loving as anybody else? He should get the same rights as everyone else. Love is love and he was born that way, so don't be so hateful qouting your Bible saying why it's wrong. So what, he and his monkey can't have kids theyre just as loving and can raise kids like anyone else... Anyone get my drift? Does this argument sound familiar? It should its used for homosexuality and will probably be used in the future for bestiality? what do homosexuality and bestiality have in common? Theyre both unnatural. You can tell by the fact that they both can not produce offspring. If Im wrong someone tell me, sincerly, why bestiality is wrong and homosexuality is right.",Major world religions are against gay marriages,4
137arg6,"So I want to know whats next. Are we going to get marriage for the guy who wants to marry his pet monkey? Animal rights activist will probably say your discriminating by not letting him marry. Hey how is he different? He's just as loving as anybody else? He should get the same rights as everyone else. Love is love and he was born that way, so don't be so hateful qouting your Bible saying why it's wrong. So what, he and his monkey can't have kids theyre just as loving and can raise kids like anyone else... Anyone get my drift? Does this argument sound familiar? It should its used for homosexuality and will probably be used in the future for bestiality? what do homosexuality and bestiality have in common? Theyre both unnatural. You can tell by the fact that they both can not produce offspring. If Im wrong someone tell me, sincerly, why bestiality is wrong and homosexuality is right.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",2
137arg7,"So I want to know whats next. Are we going to get marriage for the guy who wants to marry his pet monkey? Animal rights activist will probably say your discriminating by not letting him marry. Hey how is he different? He's just as loving as anybody else? He should get the same rights as everyone else. Love is love and he was born that way, so don't be so hateful qouting your Bible saying why it's wrong. So what, he and his monkey can't have kids theyre just as loving and can raise kids like anyone else... Anyone get my drift? Does this argument sound familiar? It should its used for homosexuality and will probably be used in the future for bestiality? what do homosexuality and bestiality have in common? Theyre both unnatural. You can tell by the fact that they both can not produce offspring. If Im wrong someone tell me, sincerly, why bestiality is wrong and homosexuality is right.",Marriage should be between a man and a woman,4
138arg7,"So much talk about discrimination and equal rights, religion and constitutional freedom when what this issue is about is right verses wrong. Is it wrong for a 45 year old man to have sex with a 10 year old boy? Or is that a personal choice that someone should be allowed to make? Is it wrong for a satanist to sacrifice animals in worship of Satan? Or should he have freedom to practice his religion? Is it wrong for two people to have homosexual intercourse (it was in the United States until 1970)? Or should the entire country be forced to accept it as normal, even honorable? Laws are about what we as a society value or consider to be wrong. A majority of the people in this country consider it to be wrong because deep down inside we all know it is not natural. Yet those who choose to practice it want to force all of the rest of us to honor them. That is what I think is wrong about legalizing gay marriage. Society should not be forced to accept everything everyone wants to do as natural. Yet this is the direction that gay marriage is taking us.",Marriage should be between a man and a woman,4
139arg7,"Thank you God   Gays say it is the same, let's examine that statement. Man + women = man and women ok man + man + man and man not the same. Woman + woman + woman and woman not the same. Why do gay people always flaunt their gayness they want you to believe that they are a race, ethnic group which they are neither. The want the right to destroy other people's children with their doctrine. The gays want  gay doctrine taught in schools. Why do school age children need to be worried about such perversion.  Innocent children only see the truth and will speak on it now the gay left is pushing the BULLYING agenda, because they do not want to hear that they are wrong. Gay people always want to tell the world I'm gay, why. Hetrosexuals don't go around saying I'm straight all day  Gay people say it is the 21st century well what was wrong in the 1st century is still wrong today. If we were all gay we would not be reproducing. So it would only end in the death of mankind. Gays have only hurt our country with divisions.  I hate no one, nor is this about hate it's about not believeing the lie.God Bless all and America read the Bible gay people it will become clear",Marriage should be between a man and a woman,5
140arg5,"The Bible clearly states that marriage is defined as one man, and one woman. Also, discrimination against same sex couples isn't against them personally, but against what they stand for, which is a blatent abuse of civil rights. The founding fathers never meant for these articles to be used in the way they are. And, as far as same sex marriage in history, it's clearly shown as a corruption of what was made perfect by God in every way.",Major world religions are against gay marriages,4
140arg7,"The Bible clearly states that marriage is defined as one man, and one woman. Also, discrimination against same sex couples isn't against them personally, but against what they stand for, which is a blatent abuse of civil rights. The founding fathers never meant for these articles to be used in the way they are. And, as far as same sex marriage in history, it's clearly shown as a corruption of what was made perfect by God in every way.",Marriage should be between a man and a woman,5
141arg5,"The Bible says that Gays aren't natural. And what, a talking snake is?",Major world religions are against gay marriages,2
142arg3,"The Con side has very weak arguments 1.  The argument that churches will be forced to do anything is absolutely false.   Many churches support marriage equality.   2.  Outdated and off-point references:  The Supreme Ct decision in 1971 is outdated and misapplied, as it was only a summary dismissal;  the reference [Child Dev. 203 73(3)] on sexual activity of girls who are raised without fathers is misapplied -- it doesn't anything about two parent gay families.  Using the misapplied logic:  two gay men raising daughters would be ideal to delay sexual activity of teenage girls! 3.  Con point 3 about divorce is directly contradicted by data. 4.  The slippery slope scare ignores the real harms that come from polygamy, etc.  There are no real harms in extending equality for two consenting adults.   5.  Most ridiculous argument: con point 5 - People should not have their tax dollars used to support something they find wrong, oh like false-premise preemptive war?","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",1
142arg5,"The Con side has very weak arguments 1.  The argument that churches will be forced to do anything is absolutely false.   Many churches support marriage equality.   2.  Outdated and off-point references:  The Supreme Ct decision in 1971 is outdated and misapplied, as it was only a summary dismissal;  the reference [Child Dev. 203 73(3)] on sexual activity of girls who are raised without fathers is misapplied -- it doesn't anything about two parent gay families.  Using the misapplied logic:  two gay men raising daughters would be ideal to delay sexual activity of teenage girls! 3.  Con point 3 about divorce is directly contradicted by data. 4.  The slippery slope scare ignores the real harms that come from polygamy, etc.  There are no real harms in extending equality for two consenting adults.   5.  Most ridiculous argument: con point 5 - People should not have their tax dollars used to support something they find wrong, oh like false-premise preemptive war?",Major world religions are against gay marriages,2
143arg2,"The State gives married people benefits, joint ownership, hospital visitation rights, travel privileges, and many other rights for two people in a loving mutual relationship. People do not choose their gender, people do not choose who they love. The heart chooses who people love. Nobody in the womb says Excuse me Mrs. X Chromosome, please stay away and give me a Y or vice-versa. Gender is out of our control at birth and remains so until people can become trans. To deny people to marry the person they love and give rights to some people but not others is discriminatory hence immoral. To those who say straight marriage is the only traditional institution than why has homosexuality existed in numerous cultures forever alongside heterosexuality in peace and harmony for thousands of years? Also, if you are going to take the Christian path, The Bible never mentions that Jesus condemned homosexuality, and said that all the laws hang on two principles, love your god, and love your neighbor, and every law for Christians must follow one of these. Denying Homosexuality is breaking the second. By denying gay marriage as a Christian people are not loving your neighbor and breaking the highest commandment of Christianity.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,5
143arg4,"The State gives married people benefits, joint ownership, hospital visitation rights, travel privileges, and many other rights for two people in a loving mutual relationship. People do not choose their gender, people do not choose who they love. The heart chooses who people love. Nobody in the womb says Excuse me Mrs. X Chromosome, please stay away and give me a Y or vice-versa. Gender is out of our control at birth and remains so until people can become trans. To deny people to marry the person they love and give rights to some people but not others is discriminatory hence immoral. To those who say straight marriage is the only traditional institution than why has homosexuality existed in numerous cultures forever alongside heterosexuality in peace and harmony for thousands of years? Also, if you are going to take the Christian path, The Bible never mentions that Jesus condemned homosexuality, and said that all the laws hang on two principles, love your god, and love your neighbor, and every law for Christians must follow one of these. Denying Homosexuality is breaking the second. By denying gay marriage as a Christian people are not loving your neighbor and breaking the highest commandment of Christianity.",It is discriminatory to refuse gay couples the right to marry,5
143arg5,"The State gives married people benefits, joint ownership, hospital visitation rights, travel privileges, and many other rights for two people in a loving mutual relationship. People do not choose their gender, people do not choose who they love. The heart chooses who people love. Nobody in the womb says Excuse me Mrs. X Chromosome, please stay away and give me a Y or vice-versa. Gender is out of our control at birth and remains so until people can become trans. To deny people to marry the person they love and give rights to some people but not others is discriminatory hence immoral. To those who say straight marriage is the only traditional institution than why has homosexuality existed in numerous cultures forever alongside heterosexuality in peace and harmony for thousands of years? Also, if you are going to take the Christian path, The Bible never mentions that Jesus condemned homosexuality, and said that all the laws hang on two principles, love your god, and love your neighbor, and every law for Christians must follow one of these. Denying Homosexuality is breaking the second. By denying gay marriage as a Christian people are not loving your neighbor and breaking the highest commandment of Christianity.",Major world religions are against gay marriages,2
143arg7,"The State gives married people benefits, joint ownership, hospital visitation rights, travel privileges, and many other rights for two people in a loving mutual relationship. People do not choose their gender, people do not choose who they love. The heart chooses who people love. Nobody in the womb says Excuse me Mrs. X Chromosome, please stay away and give me a Y or vice-versa. Gender is out of our control at birth and remains so until people can become trans. To deny people to marry the person they love and give rights to some people but not others is discriminatory hence immoral. To those who say straight marriage is the only traditional institution than why has homosexuality existed in numerous cultures forever alongside heterosexuality in peace and harmony for thousands of years? Also, if you are going to take the Christian path, The Bible never mentions that Jesus condemned homosexuality, and said that all the laws hang on two principles, love your god, and love your neighbor, and every law for Christians must follow one of these. Denying Homosexuality is breaking the second. By denying gay marriage as a Christian people are not loving your neighbor and breaking the highest commandment of Christianity.",Marriage should be between a man and a woman,1
144arg6,"The arguments against are shaky, unfounded, or self-contradicting.  When they say that marriage is a religious union, what about all those atheist couples?  Benjamin Franklin had said, in writing, that religion and government should be separated. They clearly stated that much of the historical purpose of marriage was procreation, implying that married couples who are physically incapable of, or choose not to, have children are not valid. And someone explain to me the correlation between a man and a man or a woman and a woman getting married and, say, a woman and a horse?  There is no connection.  There aren't many, if any, valid and/or strong arguments against gay marriage. One additional thing to add is that, even though the United States Constitution does not directly state a right to privacy, Framers such as James Madison say that government cannot invade the privacy of an individual without good reason. On an aside, I am a Christian and a Junior in high school.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",4
145arg3,"The arguments put forward by the CON side of this debate are almost entirely based on religious and/or logically shaky foundations. Specifically the idea that allowing gay marriage would further weaken an already weakened institution. This notion is absurd, as allowing more people who love each other to marry each other surely would only strengthen the institution of marriage rather than detract from it.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",1
146arg5,"The bible argument is invalid. There ARE gay couples in the bible, in fact.  I am distressed for thee, my brother Jonathan: very pleasant hast thou been unto me: thy love to me was wonderful, passing the love of women.",Major world religions are against gay marriages,2
147arg1,"The fact is religious beliefs are not a valid source for making law. When the Founders wrote the nation's Constitution, they specified that no religious test shall ever be required as a qualification to any office or public trust under the United States. (Article 6, section 3) This provision was radical in its day-- giving equal citizenship to believers and non-believers alike. They wanted to ensure that no religion could make the claim of being the official, national religion, such as England had.  No individual or congregation will have to give up their beliefs by allow homosexuals to marry. If a church does not want to marry homosexuals then they NEVER have to. Having separate terms, marriage for heterosexuals and civil unions for homosexuals will only open the door for segregation on paper. Examples would be gays paying more in tax or health insurance policies, approval or denial of access to partners benefits like SS, disability. Separate is NOT equal!",Gay couples can declare their union without resort to marriage,1
147arg4,"The fact is religious beliefs are not a valid source for making law. When the Founders wrote the nation's Constitution, they specified that no religious test shall ever be required as a qualification to any office or public trust under the United States. (Article 6, section 3) This provision was radical in its day-- giving equal citizenship to believers and non-believers alike. They wanted to ensure that no religion could make the claim of being the official, national religion, such as England had.  No individual or congregation will have to give up their beliefs by allow homosexuals to marry. If a church does not want to marry homosexuals then they NEVER have to. Having separate terms, marriage for heterosexuals and civil unions for homosexuals will only open the door for segregation on paper. Examples would be gays paying more in tax or health insurance policies, approval or denial of access to partners benefits like SS, disability. Separate is NOT equal!",It is discriminatory to refuse gay couples the right to marry,4
148arg1,"The ideal setting in which to raise a child is with a Mother and a Father. The human genome has been mapped and no gay gene was found. Any reputable biologist, psychologist, et al., will tell you there are variety of reasons why people engage in homosexual behavior. Homosexuals shouldn't be absued, demeaned, etc. However, most homosexuals do not actually want to get married. There are already many benefits afforded to homosexuals (domestic partnership benefits, they're allowed to enter into contracts, etc.). It appears that the real reason this is being pushed as some urgent civil right is not because of a real need or desire, but a desire to elevate homosexual behavior with that of (universally accepted) male and female union. Children deserve to be raised in healthy environments. People deserve to hear the truth about the unhealthy effects (physcial and emotional) of homosexual behavior. Lastly, God does exist, His Word is true and if this nation or any other turns its back on Him, we are doomed (whether any of you like it, believe it, or want to believe it). Thank you for reading this. Thank God for the freedom to say what we believe. If you don't agree with me on this, let's agree that's great that we can say what we think",Gay couples can declare their union without resort to marriage,5
148arg7,"The ideal setting in which to raise a child is with a Mother and a Father. The human genome has been mapped and no gay gene was found. Any reputable biologist, psychologist, et al., will tell you there are variety of reasons why people engage in homosexual behavior. Homosexuals shouldn't be absued, demeaned, etc. However, most homosexuals do not actually want to get married. There are already many benefits afforded to homosexuals (domestic partnership benefits, they're allowed to enter into contracts, etc.). It appears that the real reason this is being pushed as some urgent civil right is not because of a real need or desire, but a desire to elevate homosexual behavior with that of (universally accepted) male and female union. Children deserve to be raised in healthy environments. People deserve to hear the truth about the unhealthy effects (physcial and emotional) of homosexual behavior. Lastly, God does exist, His Word is true and if this nation or any other turns its back on Him, we are doomed (whether any of you like it, believe it, or want to believe it). Thank you for reading this. Thank God for the freedom to say what we believe. If you don't agree with me on this, let's agree that's great that we can say what we think",Marriage should be between a man and a woman,5
149arg4,"The issue of marriage equality should not even be an issue.   Since this appears to be a question of politics (although that's ridiculous since it's much too personal for that) let's talk politics. This country was founded on the basis of equal rights, meaning gender equality, racial equality, social equality, and yes, LGBT+ equality. This country needs to realize that if we deny one class of citizens their rights, we ourselves can never, ever use our constitution as a valid argument, as we've already crossed it.  Since people often seem to bring religion into the picture, may I remind you of the separation of church and state. You can't bring someone's religious opinion into an issue like this.  Finally, let's just talk common sense. People say that love has no limits. Then why are we limiting it? Marriage is the ultimate sign of a loving, committed relationship, so no one should be barred from that.",It is discriminatory to refuse gay couples the right to marry,5
149arg7,"The issue of marriage equality should not even be an issue.   Since this appears to be a question of politics (although that's ridiculous since it's much too personal for that) let's talk politics. This country was founded on the basis of equal rights, meaning gender equality, racial equality, social equality, and yes, LGBT+ equality. This country needs to realize that if we deny one class of citizens their rights, we ourselves can never, ever use our constitution as a valid argument, as we've already crossed it.  Since people often seem to bring religion into the picture, may I remind you of the separation of church and state. You can't bring someone's religious opinion into an issue like this.  Finally, let's just talk common sense. People say that love has no limits. Then why are we limiting it? Marriage is the ultimate sign of a loving, committed relationship, so no one should be barred from that.",Marriage should be between a man and a woman,1
151arg4,"The only purpose of marriage in the eyes of the law is to establish legal kinship where none existed previously. ALL else is personal.  This negates the false 'it will lead to polygamy' slippery slope meme, and also the 'should a man be allowed to marry his daughter' nonsense. It also negates the ' it's like a man marryin' a dog/table/rock' idiocies, since none of these (non-humans) can give legal consent to enter into a marriage contract.",It is discriminatory to refuse gay couples the right to marry,4
151arg7,"The only purpose of marriage in the eyes of the law is to establish legal kinship where none existed previously. ALL else is personal.  This negates the false 'it will lead to polygamy' slippery slope meme, and also the 'should a man be allowed to marry his daughter' nonsense. It also negates the ' it's like a man marryin' a dog/table/rock' idiocies, since none of these (non-humans) can give legal consent to enter into a marriage contract.",Marriage should be between a man and a woman,2
152arg3,"The traditional marriage that is held in such high esteem is a relatively recent construct, perhaps 100 years old.  Prior to that, marriages were planned by two families for financial, political and other reasons.  Little input was allowed from the groom-to-be and no input from the bride-to-be.  This type of marriage is still practiced in several parts of the world.  Women were/are seen as chattel, something to be used in bargaining not unlike a prized cow or a fecund mare.  Is this what those against same-sex marriage really want to bring back?  As to the need for both a male and a female, a father and a mother, to breed and rear children:  where do the hundreds of thousands of single-parent families fit?  As with straight parents, same-sex parents are equally concerned for and participate in the lives of their children.  Multiple studies have shown that children raised by same-sex parents do as well as those from a straight home; sometimes they do even better.  I have a goodly number of friends in committed relationships (two going back over 40 years) who have children;  these kids are brought up in a warm, supportive, loving home.  Each of these kids (aged 6 months to 42 years) is a wonderful person; the older guys and girls are happy, productive, loving members of society in school and at work.  And, to those who might be so concerned:  of the 34 kids that I know (in same-sex homes), 4 are Gay and 2 are lesbians.  That seems to fit within the accepted percentages.  The argument that Gays are mentally disordered is too specious for words.  In the developed world, there is neither a legitimate Medical nor Psychiatric association that would agree with that claim.  The statement from T. Hansen about [t]he accumulated wisdom of 5000 years is germane to nothing.  The social, legal and/or religious definitions of and practices of marriage have varied widely over time.  Each society, each generation has defined the concept of marriage to fit its own needs.  The slippery slope arguments is one of the oldest chestnuts to cause confusion and install fear and doubt.  The cited outcomes of same-sex marriage border on preposterous and inflammatory.  No reasonable person could possibly follow the inane blathering.  Finally, going back to the earliest extant Hebrew Torah, I am absolutely unable to find any text in which God says to Adam and Eve, Okay, first you guys get married and then you be fruitful and multiply.  Okay?","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",2
